uen,registration_year,primary_ssic_code,postal_code
201734714G,2017,70,069907
201820339H,2018,62,805515
201920804M,2019,62,049712
201900768C,2019,94,049422
201711735W,2017,70,189652
201719947M,2017,64,079903
201921220D,2019,85,199589
201727485N,2017,85,369546
53391568J,2018,47,448909
201919601Z,2019,63,539183
T19LL1141J,2019,47,641684
201926270H,2019,49,038987
201940744E,2019,70,038987
201722019H,2017,70,079903
201917596C,2019,46,408564
201907713W,2019,46,737854
201943606K,2019,46,038987
201837709C,2018,50,079903
201729979K,2017,47,049145
201918005Z,2019,93,199895
201925670K,2019,62,577177
201917476C,2019,70,049422
201939765K,2019,46,038987
201841822E,2018,71,600021
201931553R,2019,62,267833
201911710E,2019,73,058358
201830349Z,2018,70,048581
201730236R,2017,46,048623
201934847Z,2019,62,048624
53360106A,2017,41,128383
201809696G,2018,63,068896
201807626E,2018,35,018989
201821871C,2018,72,038988
201900798Z,2019,46,228149
201919213R,2019,62,051531
201714864H,2017,46,339510
201914333N,2019,94,768089
201717808E,2017,62,408568
201809079G,2018,70,436883
201918856K,2019,64,068805
201918872M,2019,46,068805
201921163M,2019,62,409015
201833086D,2018,62,188735
201902688E,2019,46,229857
53407655J,2019,69,752504
201933889R,2019,70,048544
53380045E,2018,85,128752
201940545G,2019,64,409051
53405843D,2019,47,408726
201729095C,2017,63,417386
201818208W,2018,62,348528
201920161N,2019,62,208511
201922030D,2019,46,048621
201915093D,2019,70,048619
201709977M,2017,64,573969
201909484G,2019,58,188732
201935149R,2019,46,059817
201727989K,2017,74,199591
201820333D,2018,46,438639
53366412L,2017,74,760816
201837581G,2018,69,437124
201832850Z,2018,64,068914
201930962Z,2019,62,320002
201902773M,2019,74,058455
201727357D,2017,46,737854
201703857N,2017,62,048545
201917384W,2019,62,088443
201913144M,2019,56,408868
201724988K,2017,62,051531
201820760G,2018,52,208628
201705102G,2017,50,520426
201734574N,2017,64,079903
201911652D,2019,41,545535
201716426N,2017,52,018983
53372616J,2017,88,085101
201815314M,2018,74,058358
201807712D,2018,64,038987
201820839C,2018,63,308900
201909449K,2019,96,328882
201730227N,2017,62,079903
201828465H,2018,88,387293
201705746H,2017,52,247977
201938397R,2019,62,068914
201725019W,2017,70,059567
201941443G,2019,46,188307
201943298H,2019,65,048946
201939258W,2019,65,048946
201711181K,2017,85,179803
53371711J,2017,36,728653
201714926N,2017,70,608531
201922571W,2019,70,757056
201714239W,2017,46,049319
201724302R,2017,82,389346
201920470Z,2019,56,126820
201809528E,2018,78,051531
201721266M,2017,81,079333
53374106L,2017,59,200809
53406137X,2019,70,619974
201922008M,2019,46,049712
201711505K,2017,64,048619
201814800M,2018,73,059819
201840718G,2018,46,608599
53405693L,2019,74,533869
201734424R,2017,62,228242
201824158Z,2018,64,600122
201823252M,2018,62,188972
201834122N,2018,64,188979
53406015C,2019,96,428769
201841452E,2018,74,079903
201925376M,2019,77,068898
201832832R,2018,62,068893
201935373W,2019,46,573969
201917804H,2019,28,577178
201706566C,2017,28,577178
201837461G,2018,32,079903
201939212C,2019,70,049908
201734391W,2017,41,329880
201925086C,2019,46,608526
201837889W,2018,86,408830
201839245H,2018,86,408830
201840126K,2018,86,408830
201839248C,2018,86,408830
201714457K,2017,93,039393
201942722K,2019,46,627615
201704058E,2017,70,150165
201829926W,2018,93,039393
201839246Z,2018,62,408830
53407189M,2019,77,510412
53405331M,2019,47,541303
201924484C,2019,73,038987
201942709C,2019,93,188504
201936468K,2019,46,058358
201834498M,2018,46,729908
201725516W,2017,59,573972
201943442H,2019,93,188504
201913841C,2019,62,389729
201720899N,2017,64,427520
201927652Z,2019,96,596290
201919849G,2019,42,179098
201942732D,2019,93,188504
201943525K,2019,93,188504
201818738H,2018,47,419737
53371533D,2017,78,523201
53400317J,2019,43,670204
201701864C,2017,70,169075
53365482C,2017,49,730879
201732671D,2017,70,048692
53406837E,2019,70,534030
201700938E,2017,64,596509
53353492E,2017,96,640723
53379649X,2018,74,640454
53358241E,2017,49,670539
53364652M,2017,49,152120
53369656M,2017,49,672548
53368051D,2017,47,760605
53403403M,2019,96,560631
53370380L,2017,46,531471
53368471D,2017,49,611331
201802514N,2018,86,329563
53385826K,2018,70,520364
53382027L,2018,43,730659
201906988N,2019,47,218745
53403529M,2019,42,610328
53382305J,2018,56,522497
201906695K,2019,56,789803
53404585E,2019,68,759102
201834131R,2018,46,339156
53382877E,2018,82,460091
201830415M,2018,47,538384
53362323E,2017,71,408564
53392688B,2019,56,390051
53357982A,2017,49,560127
53386214X,2018,70,730118
53391320M,2018,56,486123
201929941M,2019,64,238874
53359241X,2017,96,730551
201800965N,2018,68,387384
53368670M,2017,95,575722
53361907J,2017,96,677815
53355842E,2017,49,737853
201842080Z,2018,64,118222
201938662G,2019,64,248137
53353652M,2017,49,793436
201820854M,2018,43,737856
201927128N,2019,46,408868
201913487Z,2019,95,408934
T18LL1639K,2018,43,427861
201908964W,2019,62,079903
201831361N,2018,64,269112
53387174C,2018,47,537643
201729626K,2017,46,536982
201728867E,2017,52,819462
201735730E,2017,46,038989
201714461W,2017,46,208511
53361277B,2017,43,460015
201913779M,2019,41,522872
201824566H,2018,62,119919
201942217Z,2019,70,409015
53367876E,2017,74,757726
201731125N,2017,47,048619
201728020C,2017,49,470701
201730195G,2017,62,608526
53380104D,2018,32,120609
53369911L,2017,49,684805
201935316N,2019,46,309065
53405718K,2019,95,568047
201826626E,2018,26,079903
53402584J,2019,71,682683
201713058G,2017,78,079027
201727173R,2017,53,051531
201812604N,2018,95,568047
201701689M,2017,64,049319
53365553J,2017,49,680633
53379605M,2018,86,238859
201828554Z,2018,62,179094
53354864X,2017,10,570513
53364729X,2017,41,609966
201939041Z,2019,46,069533
53353958K,2017,62,730712
201933991R,2019,70,570304
53404039W,2019,56,560445
201921550E,2019,52,539311
53367166C,2017,56,650156
53371943K,2017,56,058927
53376659A,2018,47,470713
201802736K,2018,47,179098
201731378Z,2017,46,338794
201729834K,2017,95,627546
201924772K,2019,64,079909
201726002E,2017,47,530620
53382397L,2018,70,760440
T17LL1533E,2017,42,544338
53390574E,2018,82,460415
53370850L,2017,47,730665
T17LL0655G,2017,96,510258
201800447W,2018,70,409051
53406521W,2019,47,640484
53363636A,2017,49,610113
53384722B,2018,46,555859
201934699R,2019,64,658065
53378813K,2018,49,597628
201821920C,2018,64,629977
201730807R,2017,62,247965
201819155K,2018,62,079903
201725228H,2017,86,228510
201840688C,2018,64,099253
T19LL0071J,2019,88,573969
201921582E,2019,64,079903
53406610X,2019,52,408938
201835541D,2018,64,730632
201713361G,2017,68,189720
53374591L,2017,64,787059
201935506K,2019,47,228149
201731568R,2017,63,139951
53407313A,2019,47,610122
201825493R,2018,46,199588
201914569G,2019,70,573968
T19LL1701A,2019,60,760346
53380383K,2018,70,730809
201942166W,2019,64,098450
53373335M,2017,47,540239
53392397B,2019,46,570154
53405590K,2019,63,614138
53375600J,2018,47,822612
201839886W,2018,53,730874
53402695L,2019,96,820294
201813369W,2018,70,051531
201801831N,2018,62,068809
201703826E,2017,70,069047
53387909D,2018,74,510115
201937687K,2019,63,768160
201806144Z,2018,62,189352
53383136M,2018,74,139658
201735068H,2017,50,068805
53383112A,2018,96,228213
53368086K,2017,46,259962
201902266Z,2019,68,310177
201700436K,2017,46,459898
201732372K,2017,46,730034
53361816M,2017,47,310220
53390188W,2018,96,218392
53391270M,2018,46,109767
201909512K,2019,85,259289
T19LL0030D,2019,56,678267
53406197D,2019,25,408702
201730841C,2017,78,768085
53371269J,2017,96,152028
201929296H,2019,64,208787
201908991D,2019,46,179803
53394882K,2019,81,730701
201831726R,2018,46,608526
201943945N,2019,72,139954
201838927K,2018,46,128380
201805585D,2018,46,658065
201803052G,2018,47,150081
53397965W,2019,46,519952
53385566K,2018,71,588176
201912443H,2019,96,088512
201721863G,2017,46,534626
201999666R,2019,47,768091
201919332E,2019,47,787805
201837954Z,2018,63,048581
T18LL1037F,2018,70,164008
201904260G,2019,62,409051
53370086L,2017,46,510105
201817005Z,2018,43,408934
201817437W,2018,46,627782
53362014K,2017,46,730030
201806819W,2018,77,328958
201731081M,2017,46,079903
201907024Z,2019,47,328958
201940817N,2019,70,228232
201825000K,2018,64,638559
201926581R,2019,56,408868
53370256M,2017,70,760793
201942404D,2019,52,465459
201702197G,2017,46,079903
53353893M,2017,47,640694
201704371W,2017,64,653296
201819562H,2018,64,238142
53385217W,2018,77,489947
53401603X,2019,70,510533
53383602J,2018,85,670465
53365946M,2017,49,460528
201907830E,2019,50,534818
201708532M,2017,64,099253
53372486D,2017,96,199001
53358154X,2017,82,791417
201810377Z,2018,70,049908
201816652C,2018,46,048616
201724173G,2017,47,179803
53406913D,2019,77,519462
53393293M,2019,85,050034
201916277G,2019,47,468726
201705685N,2017,46,189650
201943776N,2019,43,573969
201834758E,2018,96,078981
201728068Z,2017,74,536209
53403432B,2019,74,248230
201900246C,2019,41,757322
53390160W,2018,70,730151
201707611N,2017,47,419544
201809450C,2018,64,188770
201809459Z,2018,70,188770
201939457R,2019,64,048580
201925229G,2019,46,048980
201807773K,2018,71,348578
53364125W,2017,85,548670
53404230M,2019,66,425781
53363528D,2017,49,760874
201917406M,2019,47,588864
201825776G,2018,74,409015
201712909H,2017,78,750467
201727937E,2017,74,437932
201723382C,2017,46,079027
53379400E,2018,74,757322
201723214Z,2017,47,408864
201723212W,2017,64,408864
201916490E,2019,62,128384
201736692E,2017,46,189647
201913558G,2019,70,415934
201915489N,2019,70,069920
53357298C,2017,46,643218
53398640X,2019,43,479236
201826396K,2018,62,069533
53394372L,2019,59,509731
201716293C,2017,46,329928
201915343D,2019,64,048624
53383375B,2018,71,670521
53389550B,2018,66,426805
201921636Z,2019,62,787623
201907667K,2019,62,680513
53407579K,2019,95,670508
53403276A,2019,46,640605
201918534Z,2019,72,079903
201835173E,2018,86,080006
201938864W,2019,82,140155
201913409Z,2019,95,417800
T19LL0816H,2019,47,178892
201704341Z,2017,56,059413
201710220C,2017,70,408564
201907571D,2019,46,349585
53382567M,2018,56,119077
201721904R,2017,46,730662
201940916W,2019,64,058416
201731006E,2017,46,187966
201711104C,2017,46,456645
201734523Z,2017,64,048547
201806238E,2018,47,179098
201922569M,2019,41,768160
53384770B,2018,49,760619
201926553Z,2019,70,238881
201914321Z,2019,47,050032
53401528W,2019,74,822105
201835253N,2018,66,059817
201714476E,2017,41,200637
53392275E,2019,95,760785
53378414W,2018,47,520806
201934463D,2019,46,534818
201817710Z,2018,82,209716
201733745Z,2017,70,229217
53366438A,2017,49,824677
201703125M,2017,28,049712
201901297M,2019,64,188979
201943821K,2019,85,247909
201933866W,2019,74,228213
201914505G,2019,46,059413
201837929R,2018,43,208256
201819156C,2018,46,208256
53388997M,2018,10,268836
201835401W,2018,64,408564
53364828M,2017,85,128049
201914253E,2019,64,068896
53399665A,2019,53,627615
201924753R,2019,46,460530
201816217G,2018,64,068896
201918130W,2019,64,068896
201919621E,2019,47,650156
201833036Z,2018,46,068914
201915206K,2019,59,543301
201928859C,2019,68,248727
201928844N,2019,64,248727
201710510M,2017,86,520825
53404484X,2019,85,400034
201929650K,2019,28,757743
201829192G,2018,43,627605
53403909W,2019,85,570167
201921641W,2019,47,534818
53388199D,2018,46,739211
201803990G,2018,46,650539
201908524H,2019,64,068730
53398092E,2019,43,731184
201914418W,2019,47,369673
201838954R,2018,10,438399
201837568W,2018,46,438399
53358685B,2017,46,210665
201733703G,2017,50,069113
201813471W,2018,64,569880
201732008D,2017,68,807652
201809917Z,2018,41,779084
201728970R,2017,46,159308
201707596R,2017,90,218386
201935758E,2019,62,068914
53373406A,2017,49,520446
53365484W,2017,49,419715
53379142A,2018,86,596738
201718502M,2017,70,179094
201808949D,2018,62,068914
53390916C,2018,62,762511
201933622N,2019,46,048580
201833450W,2018,90,118523
201829849C,2018,58,079903
201822834Z,2018,64,169876
201706421C,2017,74,238875
201711237G,2017,81,318992
201711602M,2017,81,318992
T17LL0735K,2017,64,510562
201706492C,2017,64,048621
201842301M,2018,62,079903
201837518N,2018,62,069113
201938398G,2019,64,238697
201835256G,2018,72,521167
53379582J,2018,85,140160
201816104G,2018,46,059413
201917740C,2019,70,068902
201934313E,2019,71,409051
201928584C,2019,56,079903
201703162K,2017,74,228213
201911096K,2019,74,228213
53368724A,2017,56,828791
201921616N,2019,62,199588
201831269G,2018,70,569880
201934170Z,2019,95,048580
201925678W,2019,62,068805
201707257M,2017,26,308900
201813829Z,2018,64,735787
53380666J,2018,70,556114
53389258M,2018,74,328071
53395011B,2019,96,541293
53386420L,2018,47,510543
201711101H,2017,70,049246
201732297R,2017,46,308366
201822664H,2018,70,658065
53396491A,2019,85,109703
201941481R,2019,56,530641
201710955R,2017,64,068804
201707120D,2017,41,760846
201811099Z,2018,43,520383
201842062R,2018,74,532365
53381482X,2018,47,486350
201922276H,2019,46,079903
53393514L,2019,96,298090
201937968Z,2019,64,367996
53371157J,2017,56,101108
53389875K,2018,38,760350
53392333J,2019,49,822670
201908153W,2019,70,048616
201824669R,2018,10,757695
201801319D,2018,52,268802
201942644D,2019,66,068898
201735257N,2017,70,160081
201927677Z,2019,29,415875
53370919M,2017,43,730367
201805248C,2018,66,048623
201800306C,2018,74,408726
201935448H,2019,46,189721
201719735H,2017,41,627615
201914485N,2019,46,409051
201714170R,2017,46,539215
201838028K,2018,46,238884
201930826W,2019,70,658065
53366193E,2017,63,763504
201839654H,2018,62,308900
201905339W,2019,46,658064
53406330J,2019,70,200809
T19LL1176D,2019,63,369977
201822211N,2018,64,128432
53382471X,2018,47,400342
201922431M,2019,95,417807
201910796R,2019,41,737743
201729424Z,2017,46,408868
201804711D,2018,62,408868
201710240G,2017,47,537643
201911404M,2019,56,528523
T17LL0081D,2017,56,536557
201728142D,2017,64,039192
53398256A,2019,52,460525
53363204L,2017,49,670452
201914316C,2019,46,659578
201910533W,2019,77,575722
201905515W,2019,64,409051
201706337E,2017,73,409015
53393691L,2019,18,682807
201840559Z,2018,41,737853
53379164B,2018,46,560302
201823177W,2018,68,588143
201939814K,2019,59,608526
201838982M,2018,82,409051
53394973D,2019,46,540241
201814689D,2018,70,821101
53380867K,2018,74,330009
201838639C,2018,56,310017
T18LL0498E,2018,58,198611
53395270X,2019,74,520476
201808075G,2018,64,339407
53361510X,2017,85,670537
201931879K,2019,70,650368
201920043R,2019,46,528559
T19LL1191A,2019,70,756982
53397286L,2019,86,120352
53379761J,2018,96,058727
201927450H,2019,46,415978
201942156E,2019,46,608526
201905449E,2019,46,608526
201902819R,2019,64,117438
201902827G,2019,64,117438
201841705W,2018,46,189721
201730554D,2017,64,117438
201730565G,2017,64,117438
201904661R,2019,50,118257
201733076G,2017,64,117438
201733078H,2017,64,117438
53407314W,2019,47,610122
201704332W,2017,64,159363
201836317W,2018,43,534021
201716811E,2017,56,199588
201933694E,2019,70,737855
201723340H,2017,47,556843
53359750A,2017,80,550243
201905230E,2019,64,597140
201712066C,2017,62,209000
201827614G,2018,62,079903
201823223E,2018,64,069858
201815217K,2018,64,188778
53389881A,2018,59,440029
201731255G,2017,56,239693
201910615H,2019,46,539246
201705317D,2017,64,049145
201805142C,2018,62,068898
201710570H,2017,71,259298
201923050E,2019,46,757088
201918797W,2019,64,228149
53355006L,2017,29,058327
201836803N,2018,71,239106
201904766E,2019,52,168730
201942019M,2019,66,039192
201704327Z,2017,64,049909
201823397M,2018,52,069538
201822784H,2018,81,409051
201730314D,2017,47,658065
201841637D,2018,47,737854
201702122D,2017,42,051531
53362333B,2017,49,641676
53404065M,2019,59,680102
53387903E,2018,74,287138
201726852E,2017,82,069533
201837443D,2018,64,049712
201833619N,2018,72,169876
201908846Z,2019,70,038987
201943541M,2019,96,069538
201943542D,2019,96,069538
201724344H,2017,64,188316
53392178C,2019,46,730670
201810707H,2018,46,510457
53388720L,2018,49,730670
201734620C,2017,41,051531
201929977R,2019,46,208787
201833239C,2018,64,068914
201803830R,2018,46,238863
53370526J,2017,77,760171
201907774E,2019,46,079903
201711033N,2017,64,308899
201710756W,2017,64,258499
201935913H,2019,52,627606
201818618H,2018,68,588181
201730739C,2017,64,058710
201730393N,2017,64,058710
201730396G,2017,64,058710
53386968D,2018,96,428769
201800936G,2018,96,730146
201832446N,2018,64,598495
53405531A,2019,96,428769
201805678W,2018,47,389399
53399953K,2019,46,419833
201823640R,2018,64,169481
201913982W,2019,46,455089
53377851D,2018,56,417943
201837713H,2018,64,339940
53393225D,2019,85,249693
201814416M,2018,28,068602
201815124R,2018,70,658065
201736594M,2017,41,218385
201932044W,2019,85,068805
201710306R,2017,79,218385
201907014G,2019,62,415875
53367394A,2017,56,550330
201923749M,2019,61,600020
201706926H,2017,47,159471
201914760W,2019,46,569874
201702522C,2017,71,327812
201923053W,2019,52,049319
201936055G,2019,46,409051
201725714E,2017,85,425687
201710712D,2017,46,600268
53405048D,2019,74,163017
201917641W,2019,41,387560
201911769G,2019,46,608526
201905566M,2019,70,239332
201834543H,2018,46,640517
201701487C,2017,64,049513
53383635B,2018,47,528836
53386023K,2018,49,460092
201838382E,2018,32,519291
201836987N,2018,46,199589
201914109M,2019,71,049422
53375072E,2017,71,542163
201932632K,2019,52,608526
53393480W,2019,46,536313
201823142E,2018,62,460406
201941089E,2019,46,059413
201710520E,2017,46,737855
201724934D,2017,46,737855
53388257E,2018,47,627606
201829623C,2018,56,079333
201842413C,2018,46,648336
53354614A,2017,62,048545
201942809R,2019,46,408587
53402950K,2019,74,679524
53385729E,2018,68,298190
201840038K,2018,71,408868
201802644G,2018,96,207665
201912786R,2019,56,228421
201800143K,2018,46,069533
201934610R,2019,46,049705
201933625G,2019,43,627605
201711860R,2017,46,650307
201735644G,2017,46,542301
201832134R,2018,62,389836
201912891H,2019,46,408868
201813994H,2018,70,189685
201802857C,2018,64,518539
201928417K,2019,56,069533
53399713E,2019,10,523520
