uen,registration_year,primary_ssic_code,postal_code
201808760C,2018,52,680634
201810053G,2018,46,329022
53401719C,2019,85,437147
201701130W,2017,08,545042
201937808H,2019,70,228149
201703425R,2017,70,307591
201812767W,2018,73,079903
53379026C,2018,47,320076
T19LL0137L,2019,82,530249
201816891K,2018,64,048616
201925883E,2019,50,367903
201833461C,2018,71,768160
201819805H,2018,46,737856
201829042H,2018,79,238993
201709558Z,2017,46,369977
201808331R,2018,62,049422
201719502H,2017,63,534209
201703035K,2017,71,038988
201734895N,2017,62,048581
201911622E,2019,46,179433
201931219G,2019,42,389728
53389552M,2018,52,152028
201818131E,2018,31,757047
201926095Z,2019,74,409051
201840839W,2018,64,049145
53384593M,2018,95,760865
201706260M,2017,74,821259
53397707W,2019,74,545122
53394389B,2019,74,550153
201908684Z,2019,62,049422
53392154J,2019,77,600023
201943355Z,2019,74,179094
201836002G,2018,93,237990
T18LL0748H,2018,70,510586
201722779G,2017,70,266157
201720827D,2017,52,637473
53404884J,2019,56,500001
201811919H,2018,46,188950
201920581W,2019,64,678072
201834869D,2018,62,608526
201800011R,2018,64,609966
201703235Z,2017,08,629633
201814073W,2018,50,069533
201832917Z,2018,85,367998
201922449M,2019,56,821659
53406515E,2019,10,544742
201819671E,2018,70,266550
201801959C,2018,62,189721
201929624R,2019,62,049319
201830628G,2018,62,049319
201918611R,2019,96,049422
53388946D,2018,47,120326
201902295G,2019,62,737853
53390158L,2018,64,730724
201820514W,2018,59,179098
201735808H,2017,62,459246
201735801M,2017,64,338729
53385593D,2018,96,427483
201925908M,2019,46,730345
201928970D,2019,64,577178
53373529K,2017,81,609434
201915670M,2019,46,415875
201930334R,2019,64,048424
201920189G,2019,47,048545
201929695R,2019,62,079903
T18LL0842A,2018,70,579452
201726023C,2017,62,051531
53407671L,2019,70,460214
201700195M,2017,46,048424
201708515Z,2017,66,058710
201832743E,2018,46,536748
201938678E,2019,64,068912
T18LL0484E,2018,56,199001
201818582W,2018,56,408868
201920263K,2019,46,079027
53406485W,2019,46,409030
201933135G,2019,62,048580
201817586E,2018,62,768090
201841163E,2018,46,439957
T18LL0692L,2018,46,787130
53400742B,2019,47,079903
53376151D,2018,56,778895
201924873R,2019,86,768160
53402866K,2019,96,199588
201925600C,2019,63,038987
53404713X,2019,56,550552
53385127X,2018,85,821122
201704452W,2017,63,188972
201716349W,2017,70,768160
53382905D,2018,96,573971
201912883W,2019,47,408599
53370303D,2017,85,448908
53392296L,2019,47,437907
53390864K,2018,47,436881
201802009D,2018,64,068914
201735976K,2017,71,199591
201939120W,2019,62,048580
53389717C,2018,47,543188
53394991B,2019,74,520124
53380670D,2018,49,760361
201938732D,2019,10,757087
201835853C,2018,56,760710
201935574W,2019,70,079903
201712726M,2017,70,308900
201916776H,2019,70,051531
201718999C,2017,70,409051
201732169E,2017,62,089494
53386655C,2018,96,680155
T18LL1660F,2018,47,530574
201800155E,2018,46,308900
201822683D,2018,46,768160
201722103E,2017,62,169876
201941159C,2019,65,049422
53372386L,2017,46,670208
201939216E,2019,85,051531
53398059C,2019,74,650620
53356145X,2017,74,653441
201933844K,2019,64,068898
201828601W,2018,64,068898
201721946H,2017,70,369977
53394354W,2019,43,760242
53398245J,2019,96,530681
53397824J,2019,10,138684
53383098B,2018,59,120118
201822548M,2018,70,038989
201922223M,2019,70,038989
53400796A,2019,96,752590
201820610H,2018,46,168976
201807095R,2018,46,486352
53403378D,2019,49,643652
201729981R,2017,64,639079
201716975Z,2017,70,038989
53383135X,2018,70,573970
201818806D,2018,56,310004
201714931M,2017,47,536209
201932875D,2019,96,536209
53368376M,2017,47,425317
201938010N,2019,58,069538
201723522N,2017,52,308900
201904436D,2019,77,100045
201934101C,2019,46,068804
201939825N,2019,43,757022
53372969J,2017,82,757047
201725458R,2017,70,309836
201721898Z,2017,64,208787
53391451E,2018,46,730357
53373454A,2017,46,460554
53398161A,2019,56,768897
201820175G,2018,74,300001
201913857Z,2019,56,757695
201806680Z,2018,56,758500
T19LL1207L,2019,78,368125
53401797E,2019,78,179098
201909871Z,2019,46,150167
201934825M,2019,46,079903
201705147M,2017,52,498823
53370960A,2017,70,339172
201917462E,2019,56,380132
201705052R,2017,46,208787
201911817R,2019,70,068914
201932748D,2019,47,540142
201932256C,2019,46,118520
201705206E,2017,64,266696
201921563K,2019,70,048581
201928975W,2019,46,048616
201821582C,2018,47,140171
201913637E,2019,70,068914
53365793L,2017,46,541296
53383004D,2018,70,458969
T17LL1065B,2017,46,460185
201816406M,2018,46,529875
201913398H,2019,46,569758
53371599K,2017,70,259910
201833989G,2018,93,369546
201811847K,2018,72,507372
T17LL2218D,2017,47,426429
201814915N,2018,49,400031
201808362E,2018,95,408934
53362088X,2017,56,560524
201838743D,2018,46,427305
201818587M,2018,68,188979
53390986D,2018,16,208566
201940298Z,2019,90,679834
53355178A,2017,49,642180
201815886R,2018,70,068914
201832797M,2018,87,189721
201909310Z,2019,56,567915
201734873G,2017,70,068914
201842513R,2018,62,189721
201802166C,2018,64,118222
T19LL1124J,2019,47,409961
53379204E,2018,73,048423
201716294M,2017,46,439969
201905733K,2019,70,547751
201920205R,2019,46,068805
201723505C,2017,46,179803
201926271Z,2019,64,188108
53358997E,2017,53,598741
201937877G,2019,85,179097
201709395H,2017,86,530210
201936908G,2019,70,088443
53401198E,2019,46,730324
53395969A,2019,49,760327
53383713L,2018,47,520442
53370464B,2017,70,560443
201702071C,2017,81,786105
201926624G,2019,66,068914
201907435C,2019,70,466452
201813510E,2018,62,119968
53406001C,2019,56,573969
201811045M,2018,43,079903
53401770C,2019,28,160107
201726520C,2017,46,163119
201729266D,2017,62,079903
201712990E,2017,78,068737
201915943K,2019,46,149544
201702262H,2017,46,189721
201721692E,2017,46,069533
201721878N,2017,46,069533
201825347C,2018,71,018981
201707367Z,2017,70,199018
201941437W,2019,46,465982
201823945N,2018,28,508960
201912473G,2019,52,079333
201911411M,2019,62,079903
201828136W,2018,46,179098
201714991H,2017,47,408727
53380789A,2018,82,786783
201927625N,2019,47,608526
53392929J,2019,47,239760
201702167H,2017,47,823665
201733022Z,2017,46,079903
201910819C,2019,46,099702
53362737X,2017,74,534033
201736723C,2017,74,608526
201800005G,2018,70,079024
201829905C,2018,78,534626
53396145M,2019,62,528772
53375112L,2017,46,751107
201734443K,2017,70,079903
201801821C,2018,38,637167
53385266L,2018,74,540126
201914997C,2019,85,079903
201841407R,2018,71,079903
201842908R,2018,46,608526
201815504H,2018,86,048621
201908271R,2019,50,608526
201724931K,2017,46,573969
201826488N,2018,64,018936
201922272E,2019,72,169610
201819807K,2018,88,560564
T17LL1570D,2017,47,424167
201912499W,2019,70,079903
201837668M,2018,42,159407
201800586M,2018,77,238963
201820489G,2018,62,179094
201709170Z,2017,62,069535
201941079M,2019,62,179098
201903182D,2019,52,608526
201705868K,2017,56,079903
201919788M,2019,50,199075
201836834D,2018,50,179094
201834250E,2018,56,199018
201824364W,2018,46,757322
201937169N,2019,62,608526
201904925M,2019,70,088443
201939213M,2019,64,507899
201732698E,2017,64,049315
201708460N,2017,46,218309
201708477D,2017,62,179803
201715544R,2017,46,079903
201716423C,2017,46,218455
201934041W,2019,52,128424
201813417G,2018,70,068805
201919335W,2019,70,169659
201836435R,2018,70,150103
201930493R,2019,43,540148
201836087D,2018,63,126832
201825422R,2018,66,387386
201842866R,2018,46,520332
201727904N,2017,46,079903
201905210Z,2019,46,520332
201734125D,2017,47,039596
53376468L,2018,74,648318
201704378N,2017,62,409051
201805638G,2018,70,369977
201918655K,2019,46,408664
201942357E,2019,52,049712
201920396R,2019,72,118264
201802611R,2018,64,018982
201925733G,2019,70,049712
201801104G,2018,46,608609
201713521E,2017,62,737794
201909153N,2019,62,608526
201718926Z,2017,64,218557
201838661M,2018,70,487409
201821361R,2018,62,179094
53398082L,2019,46,310004
201826578R,2018,70,049712
T17LL1018J,2017,77,760770
201824667N,2018,46,140130
201910006Z,2019,62,415875
201903918R,2019,66,068809
201709261M,2017,70,429979
201711840K,2017,46,319261
201820099C,2018,70,068914
53374191B,2017,78,544183
201902967M,2019,46,068805
201905406C,2019,68,409015
201907858W,2019,96,199597
201938691N,2019,63,479248
53403545X,2019,49,380063
201822924C,2018,61,049318
53384891A,2018,47,460418
201907455G,2019,68,138567
201723247K,2017,46,228149
53370192M,2017,47,339508
53396301W,2019,46,307640
201712965C,2017,46,640479
53393131B,2019,93,098970
201727350G,2017,70,049213
201914268M,2019,52,409051
201841947Z,2018,46,049422
201724532D,2017,74,573970
53390774L,2018,47,680771
201935887G,2019,60,079903
201809386K,2018,46,058357
201731994H,2017,46,079903
53405189L,2019,63,339944
201928719R,2019,62,648342
201728312N,2017,71,218309
53361011K,2017,47,757048
201817221K,2018,64,757048
201931061N,2019,47,409015
53384898M,2018,74,289895
201912549H,2019,47,409015
201831986C,2018,66,079333
201809065K,2018,36,436885
201807786R,2018,46,577203
201916159H,2019,46,069533
201836387G,2018,70,188778
201825613D,2018,70,079903
201937312D,2019,62,049315
201911848E,2019,46,469028
201909450E,2019,47,469028
53365688E,2017,70,469028
201717889W,2017,70,068899
201939748W,2019,49,339156
201908084M,2019,62,608526
201934552N,2019,70,049908
201925369M,2019,62,179094
201926223W,2019,73,058593
53391373W,2018,46,787494
201722784E,2017,46,079903
201913776Z,2019,73,189721
201931099Z,2019,62,189767
201900034W,2019,46,627607
201703659G,2017,62,169876
201716155W,2017,62,079903
201730044W,2017,62,536982
53382198C,2018,82,425387
201718508W,2017,46,308899
53358248B,2017,46,090101
53386114D,2018,47,415978
201801939R,2018,70,129338
201912940H,2019,47,179098
201937661Z,2019,62,329852
201704784C,2017,66,469005
201704783K,2017,64,469005
201940462E,2019,64,469005
201924561W,2019,47,797530
53398287A,2019,62,159637
201918662K,2019,64,018937
201717242D,2017,09,049213
201930274M,2019,62,339510
201835677C,2018,46,573960
201937099W,2019,62,737854
201718377G,2017,46,528559
201718450Z,2017,62,658071
53406237K,2019,46,588179
201842668H,2018,64,088443
53406278D,2019,62,140154
201715799D,2017,62,050531
201818017K,2018,73,138680
201825191K,2018,62,339564
201800092H,2018,62,179433
201837170E,2018,62,536209
201720759H,2017,46,189650
53397964A,2019,47,762115
201726201D,2017,80,048619
201938672Z,2019,64,049422
201727469M,2017,62,169876
201831502W,2018,62,200002
201921065Z,2019,62,427664
T19LL0901C,2019,58,588177
53371724L,2017,62,424887
201735251H,2017,61,117440
201937533H,2019,62,179433
201835808M,2018,46,079903
201809169H,2018,47,079903
201804495E,2018,68,589664
201823296G,2018,62,189352
201920492G,2019,62,228773
53370950D,2017,47,689867
T17LL0611C,2017,63,609966
53354889J,2017,62,598974
53390940J,2018,70,460519
201916137C,2019,70,059817
201806980D,2018,71,179094
201801944N,2018,62,079903
201833749G,2018,61,339407
201935691E,2019,62,787805
201937771G,2019,62,079903
201735160R,2017,63,079903
201805437G,2018,80,049712
201728928Z,2017,43,573969
201920481D,2019,88,239350
201831178N,2018,62,228208
201935683N,2019,62,787805
201936024W,2019,70,408830
201711538C,2017,61,409051
201928784K,2019,70,368001
201936704N,2019,46,159836
53386068K,2018,46,038987
201938778Z,2019,70,608526
201922373K,2019,47,398007
201819646C,2018,70,530557
53382464L,2018,78,486132
201838119D,2018,46,179098
201823005M,2018,74,518168
T19LL0683G,2019,59,520340
53371864C,2017,95,797477
53396449X,2019,62,069113
201830766K,2018,46,228208
201717562M,2017,62,168976
201715231G,2017,62,179098
201828804Z,2018,47,408726
201907387M,2019,71,408533
201905861C,2019,16,567761
53389463L,2018,85,762317
201723517R,2017,85,397628
201734518C,2017,46,189721
201829028H,2018,46,339943
201706514R,2017,43,409961
53402603J,2019,74,730110
201826273W,2018,86,238843
201711495K,2017,32,128466
201907204D,2019,70,051531
201728915N,2017,63,069534
201934006C,2019,64,089745
T18LL1174G,2018,96,557693
201819317K,2018,46,728781
53355140D,2017,70,808036
201809927M,2018,70,079903
201907503R,2019,85,809477
201724492E,2017,62,068898
201838148K,2018,64,429115
201913694H,2019,70,079903
201736110H,2017,63,188778
201931172M,2019,63,038987
201729719E,2017,62,018981
201802391N,2018,62,049145
53377629E,2018,85,573973
201921005D,2019,86,049318
T17LL1558F,2017,85,529482
201930018K,2019,47,534818
T19LL1412G,2019,85,528826
201817066G,2018,93,049845
201703456E,2017,82,228095
53406061K,2019,85,650172
201816205M,2018,72,059911
201933370M,2019,47,418896
201832400W,2018,85,049712
201943240W,2019,62,308899
201901193N,2019,46,308899
201713803E,2017,72,138589
201831571R,2018,86,576151
201707805N,2017,52,389836
201907984G,2019,70,088443
201809634H,2018,72,088443
201711608W,2017,62,069533
201932251G,2019,58,409051
201716089E,2017,62,068898
201934386G,2019,58,570268
201916987C,2019,86,169208
201939115Z,2019,88,128384
53404558L,2019,85,159012
201715884K,2017,70,049705
201706346G,2017,46,424218
201928768H,2019,85,599057
201737068C,2017,72,139951
201818602K,2018,52,608608
201920392M,2019,72,118264
201917637K,2019,62,737854
201805925E,2018,62,737854
201915741Z,2019,64,079903
201814149Z,2018,47,079903
201928267E,2019,70,330007
53361729D,2017,43,534854
201703332C,2017,62,248289
201828352H,2018,46,628458
201736671H,2017,64,069542
201706144R,2017,73,388431
201822892N,2018,64,088443
201903430C,2019,46,228208
201841975R,2018,74,680441
53405257J,2019,47,199597
201722107H,2017,61,079027
201911259C,2019,52,768441
53396442C,2019,96,537846
201936510N,2019,70,408734
201915958W,2019,74,409051
201806940M,2018,73,088702
201824897C,2018,46,188425
53379396C,2018,43,619101
201915805G,2019,49,769507
201823076M,2018,56,419826
201816008R,2018,46,608526
201902103R,2019,62,415875
201832842H,2018,96,460205
53376265X,2018,85,670629
201918903H,2019,70,120517
201718268K,2017,70,079903
201701412W,2017,52,627615
201836391N,2018,46,228095
201835615D,2018,70,408533
201706498G,2017,46,059413
201801533M,2018,50,059413
201801367E,2018,52,059413
201935484R,2019,46,189352
201722309Z,2017,52,089053
201902252D,2019,47,179094
201915695M,2019,56,068906
201903101K,2019,46,658065
53402787C,2019,96,427446
201909386N,2019,46,208817
201833580K,2018,78,737854
201939256R,2019,64,051531
201735863K,2017,85,189767
201938768G,2019,56,199018
201900674R,2019,46,079903
201809889R,2018,46,467056
201825717C,2018,46,349560
201938682M,2019,71,768428
201704560D,2017,46,079903
201814267W,2018,93,338729
201935307M,2019,46,608526
T19LL0311G,2019,56,228676
201713787R,2017,46,757695
201934461C,2019,41,658312
201836810N,2018,46,408937
201807553R,2018,56,310066
53380016A,2018,96,310029
201928614G,2019,64,199588
53399852B,2019,47,730034
53367913C,2017,22,757048
53407233W,2019,46,682685
201912612H,2019,46,637433
201722565C,2017,74,757322
53387244L,2018,96,400301
201706852H,2017,49,409074
53362112K,2017,49,513525
201842169G,2018,47,560425
53388261C,2018,47,179804
201818796D,2018,46,573969
201712204M,2017,46,519863
201900059W,2019,43,524201
201705310G,2017,64,368001
53392729C,2019,47,524201
201814561R,2018,46,640185
201931709G,2019,62,608526
201800231K,2018,46,079903
201834451E,2018,62,419715
201910922M,2019,70,048580
201703697R,2017,96,048545
201842636H,2018,62,059294
201727530K,2017,46,573973
201838975M,2018,47,048623
201839044H,2018,47,049319
201926989C,2019,46,059413
201719180K,2017,46,059413
53407272X,2019,85,560712
201713693K,2017,85,560712
201715023G,2017,63,088443
53386812B,2018,47,151116
201913447H,2019,41,575923
201804936M,2018,64,238868
201809205D,2018,64,068809
201833254M,2018,64,059817
201933902M,2019,52,534818
201905905D,2019,64,408941
201722712N,2017,62,349585
201938602K,2019,46,608526
201931824M,2019,62,534818
201940819R,2019,46,757037
201920012G,2019,46,049422
53399377J,2019,46,555856
201902028C,2019,70,627949
201707644E,2017,56,320014
201926290N,2019,50,059818
201929868Z,2019,38,550101
201714533R,2017,70,760103
53378549M,2018,85,179098
201817627N,2018,85,058357
201833005K,2018,71,059608
201829287D,2018,62,415875
201842471R,2018,71,049908
201808172H,2018,62,339159
201916525E,2019,72,409051
201724037E,2017,42,300001
201709516G,2017,96,120721
201805141K,2018,64,428769
201800935R,2018,26,579820
201800022Z,2018,70,179804
201824438W,2018,62,179094
201822659K,2018,46,760733
201736964M,2017,46,821266
201912071G,2019,52,049422
201806355M,2018,47,530415
201922350M,2019,70,069113
201900923E,2019,13,329880
201938987K,2019,46,534818
201708604K,2017,17,349585
201942982R,2019,46,051531
201904055Z,2019,56,542178
201939694D,2019,62,079903
201728422C,2017,46,762429
201942162N,2019,66,189648
201831570E,2018,46,079903
201835682Z,2018,85,267955
201827932N,2018,72,039192
53396081M,2019,81,733180
201825259C,2018,56,310228
201933396D,2019,46,530562
201701998W,2017,43,388431
201729913H,2017,56,760732
201735166C,2017,47,730215
201830514R,2018,46,189721
201726504Z,2017,56,150165
201825397E,2018,70,199018
201814809K,2018,96,400005
53361575E,2017,49,828799
53394320E,2019,85,680278
201939770H,2019,52,431014
201731118N,2017,96,760101
53363506C,2017,49,560475
201733596E,2017,77,048580
201904527R,2019,56,670519
201842434W,2018,82,408830
T17LL0906F,2017,56,640457
53385319B,2018,86,370087
201832521H,2018,47,561591
201943816M,2019,10,068574
53385638L,2018,43,530341
T18LL0934A,2018,47,561591
53381831A,2018,96,560332
201723183D,2017,85,640486
201838116K,2018,46,608526
201931929C,2019,56,528843
T17LL0702G,2017,47,521124
201940627W,2019,46,189720
201732732W,2017,96,310190
201704882N,2017,96,560705
201713687C,2017,96,120449
201837086H,2018,46,189720
201916646R,2019,50,528598
53375918L,2018,56,419708
201730551K,2017,79,409015
201825874Z,2018,56,323113
201718370K,2017,95,417883
201816208E,2018,56,608526
201736298M,2017,43,520859
53384017A,2018,47,568226
201817115G,2018,56,673547
201940815M,2019,64,049907
201918363W,2019,46,058358
201943383R,2019,30,088443
201815534G,2018,03,719095
201935097D,2019,70,449291
201720168D,2017,28,659480
201703785R,2017,64,068913
201807848C,2018,64,068913
201922451W,2019,28,338729
201828051N,2018,70,059818
201936618R,2019,46,389730
53390185E,2018,66,349565
201832492N,2018,64,049318
53387347M,2018,70,380101
201929622N,2019,59,408799
201831181K,2018,64,117438
53360175D,2017,03,562308
201841894R,2018,64,169568
201917021E,2019,68,408868
201937435R,2019,63,409051
201735894Z,2017,46,188976
53359056J,2017,46,650101
T18LL0244C,2018,59,640608
53389723L,2018,47,188307
53368558C,2017,56,822103
201934132K,2019,78,760393
201906961M,2019,93,199589
201818262H,2018,94,088999
53395510J,2019,53,486527
53389720C,2018,47,126820
201810424W,2018,47,369977
201905641G,2019,42,627605
201914726M,2019,41,627605
201836263D,2018,85,419572
201712711E,2017,46,759155
201727076N,2017,64,567752
201726623H,2017,41,347740
201902994W,2019,47,328689
201810524M,2018,47,409051
53399972C,2019,47,228213
201822678E,2018,70,338729
201719871K,2017,46,079027
201921535N,2019,70,150167
201710105R,2017,50,179101
201940743N,2019,47,470632
201933750E,2019,63,048980
201913177D,2019,70,408732
201732432N,2017,41,219557
201722664E,2017,41,428769
53400314A,2019,46,573969
201804360W,2018,62,189352
201713885H,2017,90,058416
201823434W,2018,46,608586
201702268N,2017,56,209894
201802435R,2018,46,608526
201900245K,2019,46,619930
201736323D,2017,52,619930
53394937L,2019,96,529509
201908800D,2019,41,189720
201703420C,2017,46,238164
201911874Z,2019,70,048581
201711407W,2017,43,739230
201942671H,2019,46,049422
201932910G,2019,71,059608
201908827E,2019,70,068899
201919900M,2019,56,427035
201836427E,2018,46,199589
201924122Z,2019,52,608526
53386638C,2018,46,609215
201813871R,2018,82,544630
201925368C,2019,46,348471
201814053M,2018,78,038987
53392422K,2019,46,151055
53361344B,2017,43,540182
201729074E,2017,46,049909
T18LL0905D,2018,70,793406
201903383D,2019,56,408560
201905244C,2019,56,219541
201731822D,2017,70,079903
201927114W,2019,46,339407
201942393M,2019,46,628709
53402377X,2019,56,680418
201925485H,2019,62,608526
53381812E,2018,46,520714
53374513J,2017,96,388372
201831749N,2018,46,068914
201732438Z,2017,96,338729
201840433N,2018,70,059294
53399183L,2019,56,350147
201718883H,2017,50,059818
201718885K,2017,50,059818
201919097M,2019,62,049315
201711077H,2017,77,680462
201915391E,2019,47,529782
201839754D,2018,47,738736
201735063N,2017,43,169208
201800674M,2018,71,169208
201726933E,2017,50,059818
201915330W,2019,46,120711
201801449R,2018,46,648160
201902177H,2019,62,768159
201727837K,2017,46,199018
53390323L,2018,59,368326
201934782C,2019,46,079903
201805945K,2018,52,068914
201828840G,2018,70,048624
201907569W,2019,70,415934
201941412W,2019,64,049318
201802511C,2018,42,189720
201805386E,2018,55,199001
201802259R,2018,64,088535
201807283K,2018,46,550514
201712006E,2017,46,389240
201720767Z,2017,85,321112
201926562C,2019,64,199591
201715784R,2017,77,208787
201835697G,2018,64,050336
201723455K,2017,85,730900
201836411G,2018,46,608526
201726219D,2017,64,038988
201922036H,2019,46,048581
201727737R,2017,85,730900
53377790M,2018,46,437844
201812492W,2018,49,330065
201804986R,2018,77,530328
53383269A,2018,85,400323
201834989D,2018,64,048619
53386031L,2018,14,677671
201935233M,2019,46,138565
53399169B,2019,46,730897
201836641N,2018,47,576151
201839674N,2018,81,569139
201827482E,2018,96,389399
53391830L,2018,47,560178
201900408C,2019,73,608526
201722856D,2017,46,387482
201806452N,2018,46,187966
53372394M,2017,41,639099
201842361H,2018,25,079903
201909311K,2019,56,573969
201811727K,2018,30,209347
201839572W,2018,62,608526
201935645E,2019,64,048616
53399858A,2019,43,048616
201840305D,2018,70,179098
201831929W,2018,46,068902
201934344N,2019,46,068902
201715337G,2017,82,820132
201726718E,2017,64,163078
201913288C,2019,46,608526
201935445R,2019,46,738221
T17LL1536D,2017,96,150084
201711424K,2017,64,669569
201833268H,2018,56,669569
53390043C,2018,49,641197
201833105E,2018,70,048581
201838771Z,2018,96,387429
T17LL0640L,2017,82,417807
201912714E,2019,64,049909
201822059D,2018,43,319075
201813886D,2018,46,189721
201832209G,2018,71,238884
201814644W,2018,70,528790
53390861B,2018,77,658064
201715749Z,2017,64,058357
201820845K,2018,58,069920
201733878E,2017,46,298849
201914635Z,2019,47,555856
201829178G,2018,47,538757
201719488C,2017,96,534409
53379378E,2018,46,529892
201934840D,2019,93,409051
201802715N,2018,46,189721
201900802N,2019,46,048581
201915023N,2019,41,415934
201816145H,2018,46,048581
201942459C,2019,52,058357
201932172H,2019,46,650233
53404121C,2019,95,528840
201935815R,2019,62,038987
201904832W,2019,62,737856
201714921Z,2017,96,609601
201706754R,2017,46,730611
201814803E,2018,41,398939
201920168K,2019,46,049422
201942533E,2019,63,188307
201937349W,2019,62,398007
201900125K,2019,95,415935
201942426K,2019,64,339914
201925351M,2019,46,058358
201820838K,2018,46,349314
201933791G,2019,46,079027
201833328M,2018,52,128383
201826062E,2018,62,571275
201827227N,2018,46,667982
201707732E,2017,74,768897
53384303X,2018,46,310116
201923681C,2019,70,627606
201937024N,2019,46,608526
201723124W,2017,38,048695
201823444K,2018,82,409051
201926207R,2019,90,465595
201710582D,2017,74,079903
201917045N,2019,62,159471
201706759K,2017,85,048624
201919505H,2019,94,068911
201936103R,2019,62,528833
201913740R,2019,95,369682
201703239D,2017,81,079903
201733201M,2017,46,048619
201907553Z,2019,43,408933
201926681K,2019,46,109763
201824318W,2018,46,534818
201827522D,2018,70,465421
T17LL1092G,2017,74,038989
201721166W,2017,41,479250
201932386N,2019,47,059413
201923487W,2019,70,768091
201810245E,2018,46,408732
201907952G,2019,72,408732
201936932Z,2019,66,149739
201814383N,2018,59,560559
201925585D,2019,46,608526
201909202N,2019,35,058455
201934179W,2019,64,068896
201800018M,2018,49,117867
201842328N,2018,62,398089
201925633M,2019,70,079903
201912354W,2019,46,408734
53387841A,2018,65,763677
201922495M,2019,50,415875
201810859H,2018,82,191465
201923941N,2019,62,409051
201832404C,2018,46,389730
53354668X,2017,70,822169
53395454A,2019,46,787078
201912395Z,2019,62,288533
53373104J,2017,47,752467
201808746C,2018,62,048623
201914459Z,2019,49,188975
201916083G,2019,46,528559
53402427X,2019,46,678267
201843049D,2018,41,530203
201806170N,2018,62,238868
53406285K,2019,85,680134
201927140M,2019,47,460089
201903215C,2019,41,539219
201714058D,2017,25,409051
201901349E,2019,68,068896
201816464G,2018,46,389842
201719810D,2017,46,118523
201929692D,2019,50,190462
201829355W,2018,46,570237
201801612K,2018,62,409051
201988333G,2019,46,069538
201827804D,2018,71,409051
201942058M,2019,58,409051
201804773C,2018,46,059818
201902821C,2019,30,099254
53396432J,2019,43,510704
201940153Z,2019,62,049712
201943272W,2019,64,018981
201908120G,2019,70,068914
201835798M,2018,62,048980
201935092H,2019,86,127718
201842266H,2018,46,139952
201841145C,2018,46,310116
201709441R,2017,56,068902
201813306H,2018,62,409015
201804179Z,2018,62,608526
201912604W,2019,70,768160
53359569W,2017,63,540143
201708392Z,2017,25,728653
201934942Z,2019,46,079903
201711460W,2017,46,608526
201941422K,2019,59,068892
201934856C,2019,46,415875
201840261C,2018,16,539381
201933819G,2019,82,650183
201923785Z,2019,64,048580
201710363Z,2017,46,409051
201702581G,2017,81,199001
201833894K,2018,43,218069
201928139N,2019,46,415875
201707884E,2017,47,048581
201709188Z,2017,30,637866
201824378N,2018,64,409051
201943330Z,2019,46,159545
201931925W,2019,70,058708
201734900Z,2017,78,069918
201809982N,2018,62,339159
201728101C,2017,46,568050
T18LL1112G,2018,85,440007
201700674H,2017,70,059567
201943859R,2019,62,069533
53381026D,2018,85,760217
201732289E,2017,32,079903
201919642C,2019,62,049422
201802463M,2018,62,219057
53368179X,2017,85,640748
201938194N,2019,47,238959
201929672W,2019,62,179094
201837861E,2018,56,081008
53357236C,2017,46,188504
201718915R,2017,59,138565
201940912N,2019,66,049705
201902780M,2019,96,068906
201726511Z,2017,64,408791
201910177N,2019,71,079903
201907347C,2019,70,339511
201915736C,2019,62,189352
201722728M,2017,85,237978
201918665D,2019,66,048619
201809650K,2018,82,639107
201832230G,2018,46,218356
53405308D,2019,70,038987
201718755W,2017,46,339943
201915710K,2019,74,409032
201911720W,2019,70,239496
53402256A,2019,46,199574
53386502J,2018,70,368358
201805755N,2018,46,049483
201824266E,2018,52,608526
53369322E,2017,49,120417
201900750C,2019,46,627783
201833767K,2018,62,038986
201803917C,2018,71,068737
201840231D,2018,62,048619
201903281G,2019,46,426446
201924274Z,2019,62,573969
201823164M,2018,70,670541
201714691E,2017,71,737854
T17LL2050H,2017,70,598292
201934720D,2019,71,048583
201937545D,2019,71,048583
201915921D,2019,64,048583
201917918Z,2019,71,048583
201943238M,2019,70,760101
201727838C,2017,64,369585
201840708N,2018,47,409051
201712733M,2017,46,339510
201801811H,2018,70,039594
T17LL1897C,2017,62,510146
201824298E,2018,46,089543
201934994E,2019,62,188307
201940430E,2019,77,058455
201715472W,2017,62,058455
201831892R,2018,78,415934
201733147N,2017,70,069534
201721353C,2017,71,408788
201838759C,2018,62,427447
201942581G,2019,73,049422
201914042M,2019,82,408564
T17LL1152L,2017,82,641666
201929639D,2019,46,059413
201932682N,2019,70,369977
201729694W,2017,42,267226
201817089E,2018,46,179098
201719539D,2017,62,188216
201808170G,2018,70,049712
201931418E,2019,46,188735
201803776W,2018,62,048619
53397445C,2019,74,750405
201821824K,2018,63,169876
201735620W,2017,62,368241
T19LL0358K,2019,74,329694
201726465M,2017,62,088443
201901900D,2019,41,208511
201941814W,2019,70,038987
201722143R,2017,70,188595
T17LL0955B,2017,96,138678
201836190N,2018,73,079903
53388726K,2018,58,415874
201938483N,2019,46,038987
T18LL1321J,2018,70,570024
201902644K,2019,47,544157
201705347C,2017,62,068805
201913995D,2019,59,079903
201942836C,2019,49,038987
201825600W,2018,62,139950
201807891H,2018,62,189352
53403011D,2019,78,737854
201907567R,2019,46,329023
201941062D,2019,10,049908
201832309C,2018,70,049712
201807928K,2018,43,059763
201832224W,2018,70,308900
201734710D,2017,70,069907
